tac_doc_id,tac_sentence_id,sentence,indexed_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
APW_ENG_20070614.1222.LDC2009T13,61b3a0af8f737d0afa92,"Born Dec. 21 , 1918, in St. Andrae, a small town northwest of Vienna, Waldheim studied law at Vienna University and attended the Consular Academy, the nation's top diplomatic school.","[(0, 'Born'), (1, 'Dec.'), (2, '21'), (3, ','), (4, '1918'), (5, ','), (6, 'in'), (7, 'St.'), (8, 'Andrae'), (9, ','), (10, 'a'), (11, 'small'), (12, 'town'), (13, 'northwest'), (14, 'of'), (15, 'Vienna'), (16, ','), (17, 'Waldheim'), (18, 'studied'), (19, 'law'), (20, 'at'), (21, 'Vienna'), (22, 'University'), (23, 'and'), (24, 'attended'), (25, 'the'), (26, 'Consular'), (27, 'Academy'), (28, ','), (29, 'the'), (30, 'nation'), (31, ""'s""), (32, 'top'), (33, 'diplomatic'), (34, 'school'), (35, '.')]",17,17,15,15,,,,,
NYT_ENG_20080414.0107.LDC2009T13,61b3a0af8f65a1cacced,"ATLANTA - Michael Johns, formerly of the Buckhead community in Atlanta, admits he had no clue he'd be going home last Thursday on ""American Idol.""","[(0, 'ATLANTA'), (1, '--'), (2, 'Michael'), (3, 'Johns'), (4, ','), (5, 'formerly'), (6, 'of'), (7, 'the'), (8, 'Buckhead'), (9, 'community'), (10, 'in'), (11, 'Atlanta'), (12, ','), (13, 'admits'), (14, 'he'), (15, 'had'), (16, 'no'), (17, 'clue'), (18, 'he'), (19, ""'d""), (20, 'be'), (21, 'going'), (22, 'home'), (23, 'last'), (24, 'Thursday'), (25, 'on'), (26, '``'), (27, 'American'), (28, 'Idol'), (29, '.'), (30, ""''"")]",14,14,8,8,,,,,
AFP_ENG_20100616.0441,61b3a0af8fc2124ca13b,"TEHRAN, June 16 , 2010 (AFP) - Iran plans to construct a new nuclear reactor for radio-isotope production that is ""more powerful"" than its Tehran research facility, atomic chief Ali Akbar Salehi said.","[(0, 'TEHRAN'), (1, ','), (2, 'June'), (3, '16'), (4, ','), (5, '2010'), (6, '-LRB-'), (7, 'AFP'), (8, '-RRB-'), (9, '-'), (10, 'Iran'), (11, 'plans'), (12, 'to'), (13, 'construct'), (14, 'a'), (15, 'new'), (16, 'nuclear'), (17, 'reactor'), (18, 'for'), (19, 'radio-isotope'), (20, 'production'), (21, 'that'), (22, 'is'), (23, '``'), (24, 'more'), (25, 'powerful'), (26, ""''""), (27, 'than'), (28, 'its'), (29, 'Tehran'), (30, 'research'), (31, 'facility'), (32, ','), (33, 'atomic'), (34, 'chief'), (35, 'Ali'), (36, 'Akbar'), (37, 'Salehi'), (38, 'said'), (39, '.')]",35,37,0,0,,,,,
AFP_ENG_20091207.0178,61b3a0af8fc208f26b5f,"He moved to Barcelona in 1997, after turning down the opportunity to coach Milan, and won two Spanish titles in Catalonia before taking over the Dutch national team job.","[(0, 'He'), (1, 'moved'), (2, 'to'), (3, 'Barcelona'), (4, 'in'), (5, '1997'), (6, ','), (7, 'after'), (8, 'turning'), (9, 'down'), (10, 'the'), (11, 'opportunity'), (12, 'to'), (13, 'coach'), (14, 'Milan'), (15, ','), (16, 'and'), (17, 'won'), (18, 'two'), (19, 'Spanish'), (20, 'titles'), (21, 'in'), (22, 'Catalonia'), (23, 'before'), (24, 'taking'), (25, 'over'), (26, 'the'), (27, 'Dutch'), (28, 'national'), (29, 'team'), (30, 'job'), (31, '.')]",0,0,22,22,,,,,
LTW_ENG_20071016.0009.LDC2009T13,61b3a0af8fa43b7bcb06,"He eventually landed in St Paul, Minn, where he became a cosmetologist and hair stylist.","[(0, 'He'), (1, 'eventually'), (2, 'landed'), (3, 'in'), (4, 'St'), (5, 'Paul'), (6, ','), (7, 'Minn'), (8, ','), (9, 'where'), (10, 'he'), (11, 'became'), (12, 'a'), (13, 'cosmetologist'), (14, 'and'), (15, 'hair'), (16, 'stylist'), (17, '.')]",0,0,4,5,,,,,
APW_ENG_20080404.0656.LDC2009T13,61b3a0af8fe89ff89ede,"The Grammy-nominated artist aims to marry her fiance, fellow rapper Papoose, at the city's Rikers Island jail while she awaits her sentencing for shooting a friend she suspected of stealing $3,000 (euro1 ,930), lawyer Ivan Fisher said.","[(0, 'The'), (1, 'Grammy-nominated'), (2, 'artist'), (3, 'aims'), (4, 'to'), (5, 'marry'), (6, 'her'), (7, 'fiance'), (8, ','), (9, 'fellow'), (10, 'rapper'), (11, 'Papoose'), (12, ','), (13, 'at'), (14, 'the'), (15, 'city'), (16, ""'s""), (17, 'Rikers'), (18, 'Island'), (19, 'jail'), (20, 'while'), (21, 'she'), (22, 'awaits'), (23, 'her'), (24, 'sentencing'), (25, 'for'), (26, 'shooting'), (27, 'a'), (28, 'friend'), (29, 'she'), (30, 'suspected'), (31, 'of'), (32, 'stealing'), (33, '$'), (34, '3,000'), (35, '-LRB-'), (36, 'euro1'), (37, ',930'), (38, '-RRB-'), (39, ','), (40, 'lawyer'), (41, 'Ivan'), (42, 'Fisher'), (43, 'said'), (44, '.')]",6,6,17,18,,,,,
APW_ENG_20070401.0029.LDC2009T13,61b3a0af8f2f2685d7f7,"MIAMI 2007-04-01 00:08:05 UTC ""A lot of my Latin fans said ` Oh, you should do more songs in Spanish, '"" Beyonce said during a recent press conference in her hometown of Houston.","[(0, 'MIAMI'), (1, '2007-04-01'), (2, '00:08:05'), (3, 'UTC'), (4, '``'), (5, 'A'), (6, 'lot'), (7, 'of'), (8, 'my'), (9, 'Latin'), (10, 'fans'), (11, 'said'), (12, '`'), (13, 'Oh'), (14, ','), (15, 'you'), (16, 'should'), (17, 'do'), (18, 'more'), (19, 'songs'), (20, 'in'), (21, 'Spanish'), (22, ','), (23, ""'""), (24, ""''""), (25, 'Beyonce'), (26, 'said'), (27, 'during'), (28, 'a'), (29, 'recent'), (30, 'press'), (31, 'conference'), (32, 'in'), (33, 'her'), (34, 'hometown'), (35, 'of'), (36, 'Houston'), (37, '.')]",36,36,25,25,,,,,
eng-NG-31-126958-9171868,61b3a0af8f0710366b94,"Jefferson Joseph DeBlanc Sr. was born in Lockport, La., on Feb. 15 , 1921, and grew up in St. Martinville.","[(0, 'Jefferson'), (1, 'Joseph'), (2, 'DeBlanc'), (3, 'Sr.'), (4, 'was'), (5, 'born'), (6, 'in'), (7, 'Lockport'), (8, ','), (9, 'La.'), (10, ','), (11, 'on'), (12, 'Feb.'), (13, '15'), (14, ','), (15, '1921'), (16, ','), (17, 'and'), (18, 'grew'), (19, 'up'), (20, 'in'), (21, 'St.'), (22, 'Martinville'), (23, '.')]",0,3,21,22,,,,,
NYT_ENG_20080407.0128.LDC2009T13,61b3a0af8f17df2655a1,"A breakout star in the United Kingdom, where she won ""X Factor"" - a Cowell-produced talent contest - the 23-year-old London native boasts impressive stats.","[(0, 'A'), (1, 'breakout'), (2, 'star'), (3, 'in'), (4, 'the'), (5, 'United'), (6, 'Kingdom'), (7, ','), (8, 'where'), (9, 'she'), (10, 'won'), (11, '``'), (12, 'X'), (13, 'Factor'), (14, ""''""), (15, '-'), (16, 'a'), (17, 'Cowell-produced'), (18, 'talent'), (19, 'contest'), (20, '-'), (21, 'the'), (22, '23-year-old'), (23, 'London'), (24, 'native'), (25, 'boasts'), (26, 'impressive'), (27, 'stats'), (28, '.')]",17,17,23,23,,,,,
LTW_ENG_20070103.0149.LDC2009T13,61b3a0af8ff5ce1c65ed,"""When he was elected, Jerusalem was a divided city with a status unworthy of itself ,"" Olmert said in a statement eulogizing his former rival, whom he had once called ""probably the most famous mayor in the world.""","[(0, '``'), (1, 'When'), (2, 'he'), (3, 'was'), (4, 'elected'), (5, ','), (6, 'Jerusalem'), (7, 'was'), (8, 'a'), (9, 'divided'), (10, 'city'), (11, 'with'), (12, 'a'), (13, 'status'), (14, 'unworthy'), (15, 'of'), (16, 'itself'), (17, ','), (18, ""''""), (19, 'Olmert'), (20, 'said'), (21, 'in'), (22, 'a'), (23, 'statement'), (24, 'eulogizing'), (25, 'his'), (26, 'former'), (27, 'rival'), (28, ','), (29, 'whom'), (30, 'he'), (31, 'had'), (32, 'once'), (33, 'called'), (34, '``'), (35, 'probably'), (36, 'the'), (37, 'most'), (38, 'famous'), (39, 'mayor'), (40, 'in'), (41, 'the'), (42, 'world'), (43, '.'), (44, ""''"")]",25,25,6,6,,,,,
LTW_ENG_20071113.0131.LDC2009T13,61b3a0af8f5826d820f0,"When he rode streetcars as a child in Shreveport, he often sat in the back but found that the conductors would exclude him by moving the ""blacks only"" sign behind him so he would be in the white section.","[(0, 'When'), (1, 'he'), (2, 'rode'), (3, 'streetcars'), (4, 'as'), (5, 'a'), (6, 'child'), (7, 'in'), (8, 'Shreveport'), (9, ','), (10, 'he'), (11, 'often'), (12, 'sat'), (13, 'in'), (14, 'the'), (15, 'back'), (16, 'but'), (17, 'found'), (18, 'that'), (19, 'the'), (20, 'conductors'), (21, 'would'), (22, 'exclude'), (23, 'him'), (24, 'by'), (25, 'moving'), (26, 'the'), (27, '``'), (28, 'blacks'), (29, 'only'), (30, ""''""), (31, 'sign'), (32, 'behind'), (33, 'him'), (34, 'so'), (35, 'he'), (36, 'would'), (37, 'be'), (38, 'in'), (39, 'the'), (40, 'white'), (41, 'section'), (42, '.')]",1,1,8,8,,,,,
XIN_ENG_20070910.0431.LDC2009T13,61b3a0af8f1daaf7845e,"Senior Superintendent Manuel Barcena, Zamboanga City police chief, declined to name the agent but said the identity of the agent was revealed to them by one of three suspects arrested for the bombing.","[(0, 'Senior'), (1, 'Superintendent'), (2, 'Manuel'), (3, 'Barcena'), (4, ','), (5, 'Zamboanga'), (6, 'City'), (7, 'police'), (8, 'chief'), (9, ','), (10, 'declined'), (11, 'to'), (12, 'name'), (13, 'the'), (14, 'agent'), (15, 'but'), (16, 'said'), (17, 'the'), (18, 'identity'), (19, 'of'), (20, 'the'), (21, 'agent'), (22, 'was'), (23, 'revealed'), (24, 'to'), (25, 'them'), (26, 'by'), (27, 'one'), (28, 'of'), (29, 'three'), (30, 'suspects'), (31, 'arrested'), (32, 'for'), (33, 'the'), (34, 'bombing'), (35, '.')]",2,3,5,6,,,,,
eng-WL-11-174611-12985283,61b3a0af8fd47004b9ef,Sandy had agreed to meet one of his attackers on a street corner in Sheepshead Bay.,"[(0, 'Sandy'), (1, 'had'), (2, 'agreed'), (3, 'to'), (4, 'meet'), (5, 'one'), (6, 'of'), (7, 'his'), (8, 'attackers'), (9, 'on'), (10, 'a'), (11, 'street'), (12, 'corner'), (13, 'in'), (14, 'Sheepshead'), (15, 'Bay'), (16, '.')]",7,7,14,15,,,,,
AFP_ENG_20070530.0369.LDC2009T13,61b3a0af8f22f09ebc60,"The FIA, motorsport's governing body, have launched an investigation into the circumstances of world champion Fernando Alonso's win in Monte Carlo amid allegations team-mate Lewis Hamilton, who finished second, was told not to challenge for the lead.","[(0, 'The'), (1, 'FIA'), (2, ','), (3, 'motorsport'), (4, ""'s""), (5, 'governing'), (6, 'body'), (7, ','), (8, 'have'), (9, 'launched'), (10, 'an'), (11, 'investigation'), (12, 'into'), (13, 'the'), (14, 'circumstances'), (15, 'of'), (16, 'world'), (17, 'champion'), (18, 'Fernando'), (19, 'Alonso'), (20, ""'s""), (21, 'win'), (22, 'in'), (23, 'Monte'), (24, 'Carlo'), (25, 'amid'), (26, 'allegations'), (27, 'team-mate'), (28, 'Lewis'), (29, 'Hamilton'), (30, ','), (31, 'who'), (32, 'finished'), (33, 'second'), (34, ','), (35, 'was'), (36, 'told'), (37, 'not'), (38, 'to'), (39, 'challenge'), (40, 'for'), (41, 'the'), (42, 'lead'), (43, '.')]",28,29,23,24,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8fefab3037ed,"After the war, Herrera worked as a leather artisan in Phoenix, where an elementary school was named in his honor; he moved to nearby Glendale after retiring in the late 1970s.","[(0, 'After'), (1, 'the'), (2, 'war'), (3, ','), (4, 'Herrera'), (5, 'worked'), (6, 'as'), (7, 'a'), (8, 'leather'), (9, 'artisan'), (10, 'in'), (11, 'Phoenix'), (12, ','), (13, 'where'), (14, 'an'), (15, 'elementary'), (16, 'school'), (17, 'was'), (18, 'named'), (19, 'in'), (20, 'his'), (21, 'honor'), (22, ';'), (23, 'he'), (24, 'moved'), (25, 'to'), (26, 'nearby'), (27, 'Glendale'), (28, 'after'), (29, 'retiring'), (30, 'in'), (31, 'the'), (32, 'late'), (33, '1970s'), (34, '.')]",20,20,11,11,,,,,
NYT_ENG_20070109.0332.LDC2009T13,61b3a0af8f5d8d5f637a,"She was 98 and lived in Long Island City, Queens.","[(0, 'She'), (1, 'was'), (2, '98'), (3, 'and'), (4, 'lived'), (5, 'in'), (6, 'Long'), (7, 'Island'), (8, 'City'), (9, ','), (10, 'Queens'), (11, '.')]",0,0,6,8,,,,,
XIN_ENG_20070629.0069.LDC2009T13,61b3a0af8f75e9f60bb9,"Back in China, he spent most of his time in Shanghai, working in hospitals and institutes on blood-related diseases and molecular immunology.","[(0, 'Back'), (1, 'in'), (2, 'China'), (3, ','), (4, 'he'), (5, 'spent'), (6, 'most'), (7, 'of'), (8, 'his'), (9, 'time'), (10, 'in'), (11, 'Shanghai'), (12, ','), (13, 'working'), (14, 'in'), (15, 'hospitals'), (16, 'and'), (17, 'institutes'), (18, 'on'), (19, 'blood-related'), (20, 'diseases'), (21, 'and'), (22, 'molecular'), (23, 'immunology'), (24, '.')]",8,8,11,11,,,,,
LTW_ENG_20071009.0079.LDC2009T13,61b3a0af8f22461615db,"IT almost seems scripted that Fuller, the youngest of five kids raised in Clarkston, Wash., would move to Los Angeles.","[(0, 'IT'), (1, 'almost'), (2, 'seems'), (3, 'scripted'), (4, 'that'), (5, 'Fuller'), (6, ','), (7, 'the'), (8, 'youngest'), (9, 'of'), (10, 'five'), (11, 'kids'), (12, 'raised'), (13, 'in'), (14, 'Clarkston'), (15, ','), (16, 'Wash.'), (17, ','), (18, 'would'), (19, 'move'), (20, 'to'), (21, 'Los'), (22, 'Angeles'), (23, '.')]",5,5,21,22,,,,,
eng-NG-31-142091-8682876,61b3a0af8f75c8cc7b0d,"Mrs. Morgan, a worker in a plant that made World War II bombers and the mother of two small children, was returning to her home in Baltimore aboard a Greyhound bus in July 1944 after a visit to her mother in Gloucester County, Va. .","[(0, 'Mrs.'), (1, 'Morgan'), (2, ','), (3, 'a'), (4, 'worker'), (5, 'in'), (6, 'a'), (7, 'plant'), (8, 'that'), (9, 'made'), (10, 'World'), (11, 'War'), (12, 'II'), (13, 'bombers'), (14, 'and'), (15, 'the'), (16, 'mother'), (17, 'of'), (18, 'two'), (19, 'small'), (20, 'children'), (21, ','), (22, 'was'), (23, 'returning'), (24, 'to'), (25, 'her'), (26, 'home'), (27, 'in'), (28, 'Baltimore'), (29, 'aboard'), (30, 'a'), (31, 'Greyhound'), (32, 'bus'), (33, 'in'), (34, 'July'), (35, '1944'), (36, 'after'), (37, 'a'), (38, 'visit'), (39, 'to'), (40, 'her'), (41, 'mother'), (42, 'in'), (43, 'Gloucester'), (44, 'County'), (45, ','), (46, 'Va.'), (47, '.')]",1,1,28,28,,,,,
NYT_ENG_20071030.0031.LDC2009T13,61b3a0af8f0455fd82e9,"He was 79 and also had a home in East Berlin, Conn.","[(0, 'He'), (1, 'was'), (2, '79'), (3, 'and'), (4, 'also'), (5, 'had'), (6, 'a'), (7, 'home'), (8, 'in'), (9, 'East'), (10, 'Berlin'), (11, ','), (12, 'Conn'), (13, '.')]",0,0,9,10,,,,,
NYT_ENG_20070723.0167.LDC2009T13,61b3a0af8f8633443b65,"But European environmental groups are critical of Amflora potatoes, saying they could release dangerous genes into the environment; approving Amflora would make ""a mockery of EU law ,"" said Marco Contiero, an expert on genetically modified organisms at Greenpeace in Brussels.","[(0, 'But'), (1, 'European'), (2, 'environmental'), (3, 'groups'), (4, 'are'), (5, 'critical'), (6, 'of'), (7, 'Amflora'), (8, 'potatoes'), (9, ','), (10, 'saying'), (11, 'they'), (12, 'could'), (13, 'release'), (14, 'dangerous'), (15, 'genes'), (16, 'into'), (17, 'the'), (18, 'environment'), (19, ';'), (20, 'approving'), (21, 'Amflora'), (22, 'would'), (23, 'make'), (24, '``'), (25, 'a'), (26, 'mockery'), (27, 'of'), (28, 'EU'), (29, 'law'), (30, ','), (31, ""''""), (32, 'said'), (33, 'Marco'), (34, 'Contiero'), (35, ','), (36, 'an'), (37, 'expert'), (38, 'on'), (39, 'genetically'), (40, 'modified'), (41, 'organisms'), (42, 'at'), (43, 'Greenpeace'), (44, 'in'), (45, 'Brussels'), (46, '.')]",33,34,45,45,,,,,
APW_ENG_20080817.0871.LDC2009T13,61b3a0af8f8a26a60c1d,"In the biggest celebrity union since California legalized same - sex marriage, DeGeneres , 50, and de Rossi , 35, wed Saturday night in an intimate ceremony at their Beverly Hills home, People and Us Magazine reported.","[(0, 'In'), (1, 'the'), (2, 'biggest'), (3, 'celebrity'), (4, 'union'), (5, 'since'), (6, 'California'), (7, 'legalized'), (8, 'same'), (9, '-'), (10, 'sex'), (11, 'marriage'), (12, ','), (13, 'DeGeneres'), (14, ','), (15, '50'), (16, ','), (17, 'and'), (18, 'de'), (19, 'Rossi'), (20, ','), (21, '35'), (22, ','), (23, 'wed'), (24, 'Saturday'), (25, 'night'), (26, 'in'), (27, 'an'), (28, 'intimate'), (29, 'ceremony'), (30, 'at'), (31, 'their'), (32, 'Beverly'), (33, 'Hills'), (34, 'home'), (35, ','), (36, 'People'), (37, 'and'), (38, 'Us'), (39, 'Magazine'), (40, 'reported'), (41, '.')]",13,13,32,33,,,,,
eng-WL-111-174637-12996193,61b3a0af8f3bf6c16b3c,"George Boyd provided the first Peterborough moment in the second half as he fired an ambitious shot at Lonergan's goal, on the slid, from a good thirty five yards, but the Preston goalkeeper was equal to the challenge diving low down to his left and collecting the ball before a Posh striker could get onto the rebound.","[(0, 'George'), (1, 'Boyd'), (2, 'provided'), (3, 'the'), (4, 'first'), (5, 'Peterborough'), (6, 'moment'), (7, 'in'), (8, 'the'), (9, 'second'), (10, 'half'), (11, 'as'), (12, 'he'), (13, 'fired'), (14, 'an'), (15, 'ambitious'), (16, 'shot'), (17, 'at'), (18, 'Lonergan'), (19, ""'s""), (20, 'goal'), (21, ','), (22, 'on'), (23, 'the'), (24, 'slid'), (25, ','), (26, 'from'), (27, 'a'), (28, 'good'), (29, 'thirty'), (30, 'five'), (31, 'yards'), (32, ','), (33, 'but'), (34, 'the'), (35, 'Preston'), (36, 'goalkeeper'), (37, 'was'), (38, 'equal'), (39, 'to'), (40, 'the'), (41, 'challenge'), (42, 'diving'), (43, 'low'), (44, 'down'), (45, 'to'), (46, 'his'), (47, 'left'), (48, 'and'), (49, 'collecting'), (50, 'the'), (51, 'ball'), (52, 'before'), (53, 'a'), (54, 'Posh'), (55, 'striker'), (56, 'could'), (57, 'get'), (58, 'onto'), (59, 'the'), (60, 'rebound'), (61, '.')]",0,1,5,5,,,,,
NYT_ENG_20070416.0208.LDC2009T13,61b3a0af8ff7992adae3,"And Perle takes an even more remote skip down memory lane to Los Angeles and his alma mater, Hollywood High, where the halls are lined with the names of famous students likeTuesday Weld, and where Perle says he first learned to distrust Hollywood liberals.","[(0, 'And'), (1, 'Perle'), (2, 'takes'), (3, 'an'), (4, 'even'), (5, 'more'), (6, 'remote'), (7, 'skip'), (8, 'down'), (9, 'memory'), (10, 'lane'), (11, 'to'), (12, 'Los'), (13, 'Angeles'), (14, 'and'), (15, 'his'), (16, 'alma'), (17, 'mater'), (18, ','), (19, 'Hollywood'), (20, 'High'), (21, ','), (22, 'where'), (23, 'the'), (24, 'halls'), (25, 'are'), (26, 'lined'), (27, 'with'), (28, 'the'), (29, 'names'), (30, 'of'), (31, 'famous'), (32, 'students'), (33, 'likeTuesday'), (34, 'Weld'), (35, ','), (36, 'and'), (37, 'where'), (38, 'Perle'), (39, 'says'), (40, 'he'), (41, 'first'), (42, 'learned'), (43, 'to'), (44, 'distrust'), (45, 'Hollywood'), (46, 'liberals'), (47, '.')]",1,1,12,13,,,,,
APW_ENG_20080723.0032.LDC2009T13,61b3a0af8f041e4c94d2,"IN THE EVERGLADES, Florida - It's 7 a.m. in the marsh, and like some sort of cigar-chomping swamp cowboy, biologist Lindsey Hord is about to reach for something that could cost him a few fingers - or worse - if he's not careful.","[(0, 'IN'), (1, 'THE'), (2, 'EVERGLADES'), (3, ','), (4, 'Florida'), (5, '--'), (6, 'It'), (7, ""'s""), (8, '7'), (9, 'a.m.'), (10, 'in'), (11, 'the'), (12, 'marsh'), (13, ','), (14, 'and'), (15, 'like'), (16, 'some'), (17, 'sort'), (18, 'of'), (19, 'cigar-chomping'), (20, 'swamp'), (21, 'cowboy'), (22, ','), (23, 'biologist'), (24, 'Lindsey'), (25, 'Hord'), (26, 'is'), (27, 'about'), (28, 'to'), (29, 'reach'), (30, 'for'), (31, 'something'), (32, 'that'), (33, 'could'), (34, 'cost'), (35, 'him'), (36, 'a'), (37, 'few'), (38, 'fingers'), (39, '--'), (40, 'or'), (41, 'worse'), (42, '--'), (43, 'if'), (44, 'he'), (45, ""'s""), (46, 'not'), (47, 'careful'), (48, '.')]",35,35,2,2,,,,,
APW_ENG_20080325.1025.LDC2009T13,61b3a0af8f2f43d261d8,"In Basra, Iraqi soldiers and police battled Mahdi fighters for control of key neighborhoods in Iraq's second-largest city , 550 kilometers (340 miles) southeast of Baghdad.","[(0, 'In'), (1, 'Basra'), (2, ','), (3, 'Iraqi'), (4, 'soldiers'), (5, 'and'), (6, 'police'), (7, 'battled'), (8, 'Mahdi'), (9, 'fighters'), (10, 'for'), (11, 'control'), (12, 'of'), (13, 'key'), (14, 'neighborhoods'), (15, 'in'), (16, 'Iraq'), (17, ""'s""), (18, 'second-largest'), (19, 'city'), (20, ','), (21, '550'), (22, 'kilometers'), (23, '-LRB-'), (24, '340'), (25, 'miles'), (26, '-RRB-'), (27, 'southeast'), (28, 'of'), (29, 'Baghdad'), (30, '.')]",8,8,29,29,,,,,
APW_ENG_20070517.0302.LDC2009T13,61b3a0af8f4049836c7c,"King was a 1976 graduate of Smith College in Northampton, Massachusetts, where she majored in theater and Afro-American studies.","[(0, 'King'), (1, 'was'), (2, 'a'), (3, '1976'), (4, 'graduate'), (5, 'of'), (6, 'Smith'), (7, 'College'), (8, 'in'), (9, 'Northampton'), (10, ','), (11, 'Massachusetts'), (12, ','), (13, 'where'), (14, 'she'), (15, 'majored'), (16, 'in'), (17, 'theater'), (18, 'and'), (19, 'Afro-American'), (20, 'studies'), (21, '.')]",14,14,9,9,,,,,
APW_ENG_20070102.0714.LDC2009T13,61b3a0af8f3385bc9b5d,"JERUSALEM - Teddy Kollek, the legendary Jerusalem mayor who presided over the reunification of the city after the 1967 Mideast war and tried to balance the needs of its split Jewish and Arab populations, has died at the age of 95.","[(0, 'JERUSALEM'), (1, '--'), (2, 'Teddy'), (3, 'Kollek'), (4, ','), (5, 'the'), (6, 'legendary'), (7, 'Jerusalem'), (8, 'mayor'), (9, 'who'), (10, 'presided'), (11, 'over'), (12, 'the'), (13, 'reunification'), (14, 'of'), (15, 'the'), (16, 'city'), (17, 'after'), (18, 'the'), (19, '1967'), (20, 'Mideast'), (21, 'war'), (22, 'and'), (23, 'tried'), (24, 'to'), (25, 'balance'), (26, 'the'), (27, 'needs'), (28, 'of'), (29, 'its'), (30, 'split'), (31, 'Jewish'), (32, 'and'), (33, 'Arab'), (34, 'populations'), (35, ','), (36, 'has'), (37, 'died'), (38, 'at'), (39, 'the'), (40, 'age'), (41, 'of'), (42, '95'), (43, '.')]",2,3,7,7,,,,,
NYT_ENG_20070716.0044.LDC2009T13,61b3a0af8fc9ebb25f9a,"Daniel Castleman, chief of investigations for the Manhattan district attorney, Robert M. Morgenthau, described tower data as ""circumstantial but convincing.""","[(0, 'Daniel'), (1, 'Castleman'), (2, ','), (3, 'chief'), (4, 'of'), (5, 'investigations'), (6, 'for'), (7, 'the'), (8, 'Manhattan'), (9, 'district'), (10, 'attorney'), (11, ','), (12, 'Robert'), (13, 'M.'), (14, 'Morgenthau'), (15, ','), (16, 'described'), (17, 'tower'), (18, 'data'), (19, 'as'), (20, '``'), (21, 'circumstantial'), (22, 'but'), (23, 'convincing'), (24, '.'), (25, ""''"")]",12,14,8,8,,,,,
eng-WL-11-174597-12964932,61b3a0af8fb1d1d9a68c,Apparently Jazzy - who has a b-friend - was dropped off in a limo at Simon's London mansion at midnight on Wednesday morning.,"[(0, 'Apparently'), (1, 'Jazzy'), (2, '--'), (3, 'who'), (4, 'has'), (5, 'a'), (6, 'b-friend'), (7, '--'), (8, 'was'), (9, 'dropped'), (10, 'off'), (11, 'in'), (12, 'a'), (13, 'limo'), (14, 'at'), (15, 'Simon'), (16, ""'s""), (17, 'London'), (18, 'mansion'), (19, 'at'), (20, 'midnight'), (21, 'on'), (22, 'Wednesday'), (23, 'morning'), (24, '.')]",15,15,17,17,,,,,
eng-WL-11-174595-12968456,61b3a0af8fac7667399e,"Here are pics of Hayden Panettiere making her exit from her NYC hotel where she was staying over the weekend while she was in town for the Big Apple Comic Book, Toy, Art and Sci-Fi Expo at the Penn Plaza Pavillion.","[(0, 'Here'), (1, 'are'), (2, 'pics'), (3, 'of'), (4, 'Hayden'), (5, 'Panettiere'), (6, 'making'), (7, 'her'), (8, 'exit'), (9, 'from'), (10, 'her'), (11, 'NYC'), (12, 'hotel'), (13, 'where'), (14, 'she'), (15, 'was'), (16, 'staying'), (17, 'over'), (18, 'the'), (19, 'weekend'), (20, 'while'), (21, 'she'), (22, 'was'), (23, 'in'), (24, 'town'), (25, 'for'), (26, 'the'), (27, 'Big'), (28, 'Apple'), (29, 'Comic'), (30, 'Book'), (31, ','), (32, 'Toy'), (33, ','), (34, 'Art'), (35, 'and'), (36, 'Sci-Fi'), (37, 'Expo'), (38, 'at'), (39, 'the'), (40, 'Penn'), (41, 'Plaza'), (42, 'Pavillion'), (43, '.')]",7,7,11,11,,,,,
eng-NG-31-142091-9996771,61b3a0af8fb5742d5fc2,"Copyright 2008 The New York Times Company He was 75 and lived in Sag Harbor, NY.","[(0, 'Copyright'), (1, '2008'), (2, 'The'), (3, 'New'), (4, 'York'), (5, 'Times'), (6, 'Company'), (7, 'He'), (8, 'was'), (9, '75'), (10, 'and'), (11, 'lived'), (12, 'in'), (13, 'Sag'), (14, 'Harbor'), (15, ','), (16, 'NY'), (17, '.')]",7,7,13,14,,,,,
NYT_ENG_20080414.0107.LDC2009T13,61b3a0af8fb8676e8c53,"ATLANTA - Michael Johns, formerly of the Buckhead community in Atlanta, admits he had no clue he'd be going home last Thursday on ""American Idol.""","[(0, 'ATLANTA'), (1, '--'), (2, 'Michael'), (3, 'Johns'), (4, ','), (5, 'formerly'), (6, 'of'), (7, 'the'), (8, 'Buckhead'), (9, 'community'), (10, 'in'), (11, 'Atlanta'), (12, ','), (13, 'admits'), (14, 'he'), (15, 'had'), (16, 'no'), (17, 'clue'), (18, 'he'), (19, ""'d""), (20, 'be'), (21, 'going'), (22, 'home'), (23, 'last'), (24, 'Thursday'), (25, 'on'), (26, '``'), (27, 'American'), (28, 'Idol'), (29, '.'), (30, ""''"")]",18,18,0,0,,,,,
