tac_doc_id,tac_sentence_id,sentence,tac_tokens,subj_start,subj_end,obj_start,obj_end,assessment,alt_subj_start,alt_subj_end,alt_obj_start,alt_obj_end
NYT_ENG_20091203.0031,61b3a0af8f217f487f9c,"But as a woman of modest and unfashionable means who rose to a stardom she was not prepared for, Boyle, who still lives in her family home in tiny Blackburn, Scotland, has what most YouTube sensations lack: a compelling story.","['But', 'as', 'a', 'woman', 'of', 'modest', 'and', 'unfashionable', 'means', 'who', 'rose', 'to', 'a', 'stardom', 'she', 'was', 'not', 'prepared', 'for', ',', 'Boyle', ',', 'who', 'still', 'lives', 'in', 'her', 'family', 'home', 'in', 'tiny', 'Blackburn', ',', 'Scotland', ',', 'has', 'what', 'most', 'YouTube', 'sensations', 'lack', ':', 'a', 'compelling', 'story', '.']",14,14,31,31,,,,,
LTW_ENG_20070512.0075.LDC2009T13,61b3a0af8f0452da7780,"Rep Paul Gillmor, R-Ohio, has a nifty new 3,751-square-foot, four-bedroom house in suburban Columbus, Ohio, next to a golf course designed by the great Arnold Palmer.","['Rep', 'Paul', 'Gillmor', ',', 'R-Ohio', ',', 'has', 'a', 'nifty', 'new', '3,751-square-foot', ',', 'four-bedroom', 'house', 'in', 'suburban', 'Columbus', ',', 'Ohio', ',', 'next', 'to', 'a', 'golf', 'course', 'designed', 'by', 'the', 'great', 'Arnold', 'Palmer', '.']",1,2,16,16,,,,,
NYT_ENG_20070517.0166.LDC2009T13,61b3a0af8fc4a62a1440,"LOS ANGELES - If you follow the thinking that Yolanda King moved to Los Angeles more than a decade ago to gain distance from her family's long shadow, then, by one measure, you could say she achieved it.","['LOS', 'ANGELES', '--', 'If', 'you', 'follow', 'the', 'thinking', 'that', 'Yolanda', 'King', 'moved', 'to', 'Los', 'Angeles', 'more', 'than', 'a', 'decade', 'ago', 'to', 'gain', 'distance', 'from', 'her', 'family', ""'s"", 'long', 'shadow', ',', 'then', ',', 'by', 'one', 'measure', ',', 'you', 'could', 'say', 'she', 'achieved', 'it', '.']",9,10,13,14,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8f4b97069893,"After the war, Herrera worked as a leather artisan in Phoenix, where an elementary school was named in his honor; he moved to nearby Glendale after retiring in the late 1970s.","['After', 'the', 'war', ',', 'Herrera', 'worked', 'as', 'a', 'leather', 'artisan', 'in', 'Phoenix', ',', 'where', 'an', 'elementary', 'school', 'was', 'named', 'in', 'his', 'honor', ';', 'he', 'moved', 'to', 'nearby', 'Glendale', 'after', 'retiring', 'in', 'the', 'late', '1970s', '.']",23,23,27,27,,,,,
XIN_ENG_20100815.0193,61b3a0af8f1ca830623d,"Many questions involved with the camp remain unsolved, said Li Jie, a researcher with the cultural relic institute of Liaoyuan City.","['Many', 'questions', 'involved', 'with', 'the', 'camp', 'remain', 'unsolved', ',', 'said', 'Li', 'Jie', ',', 'a', 'researcher', 'with', 'the', 'cultural', 'relic', 'institute', 'of', 'Liaoyuan', 'City', '.']",10,11,21,22,,,,,
APW_ENG_20071224.0568.LDC2009T13,61b3a0af8f866781be5b,"Born on Aug. 15 , 1925, in a poor neighborhood southwest of Montreal, Peterson obtained a passion for music from his father Daniel, a railway porter and self-taught musician who bestowed his love of music to his five children, offering them a means to escape from poverty.","['Born', 'on', 'Aug.', '15', ',', '1925', ',', 'in', 'a', 'poor', 'neighborhood', 'southwest', 'of', 'Montreal', ',', 'Peterson', 'obtained', 'a', 'passion', 'for', 'music', 'from', 'his', 'father', 'Daniel', ',', 'a', 'railway', 'porter', 'and', 'self-taught', 'musician', 'who', 'bestowed', 'his', 'love', 'of', 'music', 'to', 'his', 'five', 'children', ',', 'offering', 'them', 'a', 'means', 'to', 'escape', 'from', 'poverty', '.']",15,15,13,13,,,,,
NYT_ENG_20070328.0244.LDC2009T13,61b3a0af8f26818b8b8c,"That's the problem ,"" said Congressman Gene Green, who grew up in the same north Houston neighborhood as Gonzales.","['That', ""'s"", 'the', 'problem', ',', ""''"", 'said', 'Congressman', 'Gene', 'Green', ',', 'who', 'grew', 'up', 'in', 'the', 'same', 'north', 'Houston', 'neighborhood', 'as', 'Gonzales', '.']",21,21,18,18,,,,,
XIN_ENG_20070422.0195.LDC2009T13,61b3a65fb97b6db98b84,"A native of Birmingham, Alabama, Millender-McDonald became chair of the House Committee on House Administration this year, following the Democrats' victory in last November's mid-term elections.","['A', 'native', 'of', 'Birmingham', ',', 'Alabama', ',', 'Millender-McDonald', 'became', 'chair', 'of', 'the', 'House', 'Committee', 'on', 'House', 'Administration', 'this', 'year', ',', 'following', 'the', 'Democrats', ""'"", 'victory', 'in', 'last', 'November', ""'s"", 'mid-term', 'elections', '.']",7,7,3,3,,,,,
LTW_ENG_20070103.0058.LDC2009T13,61b3a0af8feac90a6e79,"Named for the chief theorist of modern Zionism, Theodor Herzl, Kollek was born in Nagyvaszony near Budapest in 1911 and raised in Vienna.","['Named', 'for', 'the', 'chief', 'theorist', 'of', 'modern', 'Zionism', ',', 'Theodor', 'Herzl', ',', 'Kollek', 'was', 'born', 'in', 'Nagyvaszony', 'near', 'Budapest', 'in', '1911', 'and', 'raised', 'in', 'Vienna', '.']",12,12,24,24,,,,,
NYT_ENG_20080828.0203.LDC2009T13,61b3a0af8f8f48ceae81,"Despite loads of name-dropping by Seattle newspapers, a trio of prominent Republicans - Dan Evans, Slade Gorton, and Jennifer Dunn - were bypassed during selection of the Bush I and Bush II Cabinets.","['Despite', 'loads', 'of', 'name-dropping', 'by', 'Seattle', 'newspapers', ',', 'a', 'trio', 'of', 'prominent', 'Republicans', '--', 'Dan', 'Evans', ',', 'Slade', 'Gorton', ',', 'and', 'Jennifer', 'Dunn', '--', 'were', 'bypassed', 'during', 'selection', 'of', 'the', 'Bush', 'I', 'and', 'Bush', 'II', 'Cabinets', '.']",21,22,5,5,,,,,
APW_ENG_20070610.0919.LDC2009T13,61b3a0af8fc01be21bfb,"Peterson, who lives in Mississauga, Ontario, has cut back his touring schedule in recent years due to arthritis and a mild stroke he suffered in 1993 that affected his left hand.","['Peterson', ',', 'who', 'lives', 'in', 'Mississauga', ',', 'Ontario', ',', 'has', 'cut', 'back', 'his', 'touring', 'schedule', 'in', 'recent', 'years', 'due', 'to', 'arthritis', 'and', 'a', 'mild', 'stroke', 'he', 'suffered', 'in', '1993', 'that', 'affected', 'his', 'left', 'hand', '.']",0,0,5,5,,,,,
LTW_ENG_20071009.0079.LDC2009T13,61b3a65fb97b9b4f78ff,"When his ""Star Trek: Deep Space Nine"" spec script was accepted, Fuller dropped out and began moving around Los Angeles, renting apartments in the West Adams district and Hancock Park.","['When', 'his', '``', 'Star', 'Trek', ':', 'Deep', 'Space', 'Nine', ""''"", 'spec', 'script', 'was', 'accepted', ',', 'Fuller', 'dropped', 'out', 'and', 'began', 'moving', 'around', 'Los', 'Angeles', ',', 'renting', 'apartments', 'in', 'the', 'West', 'Adams', 'district', 'and', 'Hancock', 'Park', '.']",15,15,29,30,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8f75503f9465,"After the war, Herrera worked as a leather artisan in Phoenix, where an elementary school was named in his honor; he moved to nearby Glendale after retiring in the late 1970s.","['After', 'the', 'war', ',', 'Herrera', 'worked', 'as', 'a', 'leather', 'artisan', 'in', 'Phoenix', ',', 'where', 'an', 'elementary', 'school', 'was', 'named', 'in', 'his', 'honor', ';', 'he', 'moved', 'to', 'nearby', 'Glendale', 'after', 'retiring', 'in', 'the', 'late', '1970s', '.']",4,4,11,11,,,,,
NYT_ENG_20081220.0024.LDC2009T13,61b3a0af8ff9524a1573,"Lindsey Hord, the state's crocodile response coordinator, pulls a crocodile from his truck last month in Naples.","['Lindsey', 'Hord', ',', 'the', 'state', ""'s"", 'crocodile', 'response', 'coordinator', ',', 'pulls', 'a', 'crocodile', 'from', 'his', 'truck', 'last', 'month', 'in', 'Naples', '.']",0,1,19,19,,,,,
LTW_ENG_20070703.0129.LDC2009T13,61b3a0af8f51806882f5,"She acquired the nickname ""Bubbles"" because she was born with a bubble in her mouth, and it was as Bubbles Silverman that she debuted on the radio show ""Uncle Bob's Rainbow House"" as a 3-year-old, the same year that she won a Brooklyn contest as ""the most beautiful baby of 1932.""","['She', 'acquired', 'the', 'nickname', '``', 'Bubbles', ""''"", 'because', 'she', 'was', 'born', 'with', 'a', 'bubble', 'in', 'her', 'mouth', ',', 'and', 'it', 'was', 'as', 'Bubbles', 'Silverman', 'that', 'she', 'debuted', 'on', 'the', 'radio', 'show', '``', 'Uncle', 'Bob', ""'s"", 'Rainbow', 'House', ""''"", 'as', 'a', '3-year-old', ',', 'the', 'same', 'year', 'that', 'she', 'won', 'a', 'Brooklyn', 'contest', 'as', '``', 'the', 'most', 'beautiful', 'baby', 'of', '1932', '.', ""''""]",25,25,49,49,,,,,
APW_ENG_20071019.1076.LDC2009T13,61b3a0af8fd14db884a0,"It called Guevara a ""cold-blooded killer"" and said the government should raise a monument in Chavez's hometown of Sabaneta, in the nearby lowland plains, if it wants to commemorate the Argentine revolutionary.","['It', 'called', 'Guevara', 'a', '``', 'cold-blooded', 'killer', ""''"", 'and', 'said', 'the', 'government', 'should', 'raise', 'a', 'monument', 'in', 'Chavez', ""'s"", 'hometown', 'of', 'Sabaneta', ',', 'in', 'the', 'nearby', 'lowland', 'plains', ',', 'if', 'it', 'wants', 'to', 'commemorate', 'the', 'Argentine', 'revolutionary', '.']",17,17,21,21,,,,,
AFP_ENG_20100707.0213,61b3a0af8f6dcb7fd291,"Meanwhile, atomic chief Ali Akbar Salehi acknowledged on Wednesday for the first time that the sanctions ""may slow down"" Tehran's nuclear programme and could pose difficulties for its main uranium enrichment work.","['Meanwhile', ',', 'atomic', 'chief', 'Ali', 'Akbar', 'Salehi', 'acknowledged', 'on', 'Wednesday', 'for', 'the', 'first', 'time', 'that', 'the', 'sanctions', '``', 'may', 'slow', 'down', ""''"", 'Tehran', ""'s"", 'nuclear', 'programme', 'and', 'could', 'pose', 'difficulties', 'for', 'its', 'main', 'uranium', 'enrichment', 'work', '.']",4,6,22,22,,,,,
eng-NG-31-142091-9998631,61b3a0af8fc2f1a6591c,"Irene Morgan Kirkaldy, who was born and reared in Baltimore, lived on Long Island and ran a child-care center in Queens with her second husband, Stanley Kirkaldy.","['Irene', 'Morgan', 'Kirkaldy', ',', 'who', 'was', 'born', 'and', 'reared', 'in', 'Baltimore', ',', 'lived', 'on', 'Long', 'Island', 'and', 'ran', 'a', 'child-care', 'center', 'in', 'Queens', 'with', 'her', 'second', 'husband', ',', 'Stanley', 'Kirkaldy', '.']",0,2,14,15,,,,,
NYT_ENG_20070827.0264.LDC2009T13,61b3a0af8fdbb02830d8,President Bush made no attempt to change longtime friend Alberto Gonzales' mind when the US attorney general from Houston decided late last week to finally step down after months of bruising investigations by Congress.,"['President', 'Bush', 'made', 'no', 'attempt', 'to', 'change', 'longtime', 'friend', 'Alberto', 'Gonzales', ""'"", 'mind', 'when', 'the', 'US', 'attorney', 'general', 'from', 'Houston', 'decided', 'late', 'last', 'week', 'to', 'finally', 'step', 'down', 'after', 'months', 'of', 'bruising', 'investigations', 'by', 'Congress', '.']",9,10,19,19,,,,,
bolt-eng-DF-200-192431-6338472,61b3a0af8f6e243bdafe,"Unless we're talking about that bloke from Westlife, he's the only Bryan I can think of.","['Unless', 'we', ""'re"", 'talking', 'about', 'that', 'bloke', 'from', 'Westlife', ',', 'he', ""'s"", 'the', 'only', 'Bryan', 'I', 'can', 'think', 'of', '.']",10,10,8,8,,,,,
eng-WL-11-174572-12949486,61b3a0af8f1fbc75566a,"Our obsession with New York socialite, Olivia Palermo, seems to never end.","['Our', 'obsession', 'with', 'New', 'York', 'socialite', ',', 'Olivia', 'Palermo', ',', 'seems', 'to', 'never', 'end', '.']",7,8,3,4,,,,,
NYT_ENG_20070104.0161.LDC2009T13,61b3a0af8ffdd800fd02,"He then retired and moved to Beaufort's Spanish Point neighborhood in the early '90s with his wife, Peggy, who died in 1999.","['He', 'then', 'retired', 'and', 'moved', 'to', 'Beaufort', ""'s"", 'Spanish', 'Point', 'neighborhood', 'in', 'the', 'early', ""'90s"", 'with', 'his', 'wife', ',', 'Peggy', ',', 'who', 'died', 'in', '1999', '.']",0,0,6,6,,,,,
APW_ENG_20081209.1337.LDC2009T13,61b3a0af8f2ad9de91d9,Bond helped found the Student Nonviolent Coordinating Committee while a student at Morehouse College in Atlanta in 1960 and participated in protests and registration campaigns throughout the South.,"['Bond', 'helped', 'found', 'the', 'Student', 'Nonviolent', 'Coordinating', 'Committee', 'while', 'a', 'student', 'at', 'Morehouse', 'College', 'in', 'Atlanta', 'in', '1960', 'and', 'participated', 'in', 'protests', 'and', 'registration', 'campaigns', 'throughout', 'the', 'South', '.']",0,0,15,15,,,,,
eng-WL-11-174592-12943032,61b3a0af8f3ad05f22ea,"Paul Kim (25) Currently lives in Saratoga, CA, and is working as a pool maintenance technician.","['Paul', 'Kim', '-LRB-', '25', '-RRB-', 'Currently', 'lives', 'in', 'Saratoga', ',', 'CA', ',', 'and', 'is', 'working', 'as', 'a', 'pool', 'maintenance', 'technician', '.']",0,1,8,8,,,,,
NYT_ENG_20101110.0066,61b3a0af8f44db6550a3,"NY-SCHOOLS-CHIEF (New York) - Developments on the appointment of Cathleen P. Black, chairwoman of Hearst Magazines, as chancellor of the New York City school system.","['NY-SCHOOLS-CHIEF', '-LRB-', 'New', 'York', '-RRB-', '--', 'Developments', 'on', 'the', 'appointment', 'of', 'Cathleen', 'P.', 'Black', ',', 'chairwoman', 'of', 'Hearst', 'Magazines', ',', 'as', 'chancellor', 'of', 'the', 'New', 'York', 'City', 'school', 'system', '.']",11,13,24,26,,,,,
AFP_ENG_20071224.0069.LDC2009T13,61b3a0af8fa8a6960b01,"URGENT ¥ ¥ ¥ Oscar Peterson, jazz giant, dead at 82: media Renowned jazz pianist and composer Oscar Peterson died Sunday night at his Toronto home at the age of 82, Canadian media said Monday.","['URGENT', '¥', '¥', '¥', 'Oscar', 'Peterson', ',', 'jazz', 'giant', ',', 'dead', 'at', '82', ':', 'media', 'Renowned', 'jazz', 'pianist', 'and', 'composer', 'Oscar', 'Peterson', 'died', 'Sunday', 'night', 'at', 'his', 'Toronto', 'home', 'at', 'the', 'age', 'of', '82', ',', 'Canadian', 'media', 'said', 'Monday', '.']",4,5,27,27,,,,,
eng-WL-11-174595-12967966,61b3a0af8ff35fa5addc,Witnesses said the 32-year-old supermodel took the stage Monday night at a nightclub south of Dublin and sang alongside Doherty at the start of Babyshambles' new tour.,"['Witnesses', 'said', 'the', '32-year-old', 'supermodel', 'took', 'the', 'stage', 'Monday', 'night', 'at', 'a', 'nightclub', 'south', 'of', 'Dublin', 'and', 'sang', 'alongside', 'Doherty', 'at', 'the', 'start', 'of', 'Babyshambles', ""'"", 'new', 'tour', '.']",24,24,15,15,,,,,
NYT_ENG_20080421.0208.LDC2009T13,61b3a0af8fc8ff581cee,"Its placid unofficial capital, Tupelo, is home to the Christian conservative minister Donald Wildmon of the American Family Association.","['Its', 'placid', 'unofficial', 'capital', ',', 'Tupelo', ',', 'is', 'home', 'to', 'the', 'Christian', 'conservative', 'minister', 'Donald', 'Wildmon', 'of', 'the', 'American', 'Family', 'Association', '.']",14,15,5,5,,,,,
eng-WL-11-174592-12943012,61b3a0af8f54dbd26f0a,"This is TELEVISIONISTA Read more about AMERICAN IDOL Kim, a 25-year-old from Saratoga, Calif known for insisting to perform barefoot, was the first one cut on Thursday after failing to impress even Paula Abdul with his rendition of ""Careless Whisper"" by George Michael.","['This', 'is', 'TELEVISIONISTA', 'Read', 'more', 'about', 'AMERICAN', 'IDOL', 'Kim', ',', 'a', '25-year-old', 'from', 'Saratoga', ',', 'Calif', 'known', 'for', 'insisting', 'to', 'perform', 'barefoot', ',', 'was', 'the', 'first', 'one', 'cut', 'on', 'Thursday', 'after', 'failing', 'to', 'impress', 'even', 'Paula', 'Abdul', 'with', 'his', 'rendition', 'of', '``', 'Careless', 'Whisper', ""''"", 'by', 'George', 'Michael', '.']",8,8,13,13,,,,,
AFP_ENG_20090619.0330,61b3a0af8f582a554f44,Amnesty also criticised comments by Iran's supreme leader Ayatollah Ali Khamenei Friday in his first public appearance at weekly prayers in Tehran since protests against the poll began.,"['Amnesty', 'also', 'criticised', 'comments', 'by', 'Iran', ""'s"", 'supreme', 'leader', 'Ayatollah', 'Ali', 'Khamenei', 'Friday', 'in', 'his', 'first', 'public', 'appearance', 'at', 'weekly', 'prayers', 'in', 'Tehran', 'since', 'protests', 'against', 'the', 'poll', 'began', '.']",9,11,22,22,,,,,
APW_ENG_20080528.0816.LDC2009T13,61b3a0af8ff74164cb2c,"Regulations stipulate only that prospective parents undergo an 18 - to 24-month assessment period in Malawi, a rule bent when Madonna was allowed to take David to London.","['Regulations', 'stipulate', 'only', 'that', 'prospective', 'parents', 'undergo', 'an', '18', '-', 'to', '24-month', 'assessment', 'period', 'in', 'Malawi', ',', 'a', 'rule', 'bent', 'when', 'Madonna', 'was', 'allowed', 'to', 'take', 'David', 'to', 'London', '.']",26,26,28,28,,,,,
NYT_ENG_20101225.0102,61b3a0af8f849c100e28,He moved to Denver and sold real estate.,"['He', 'moved', 'to', 'Denver', 'and', 'sold', 'real', 'estate', '.']",0,0,3,3,,,,,
AFP_ENG_20090531.0456,61b3a0af8fc1f569edb8,"Hoards of fans had gathered in her hometown of Blackburn near Edinburgh to watch the final and support Boyle, and Scottish First Minister Alex Salmond also congratulated the singer, saying she could ""hold her head up high"".","['Hoards', 'of', 'fans', 'had', 'gathered', 'in', 'her', 'hometown', 'of', 'Blackburn', 'near', 'Edinburgh', 'to', 'watch', 'the', 'final', 'and', 'support', 'Boyle', ',', 'and', 'Scottish', 'First', 'Minister', 'Alex', 'Salmond', 'also', 'congratulated', 'the', 'singer', ',', 'saying', 'she', 'could', '``', 'hold', 'her', 'head', 'up', 'high', ""''"", '.']",18,18,9,9,,,,,
NYT_ENG_20080407.0069.LDC2009T13,61b3a0af8fda2821397d,"COX NEWS SERVICE FEATURES BUDGET TV-IDOL-JOHNS - ATLANTA - ""American Idol"" finalist Michael Johns moved to Los Angeles several years ago, but his heart is still in Atlanta.","['COX', 'NEWS', 'SERVICE', 'FEATURES', 'BUDGET', 'TV-IDOL-JOHNS', '--', 'ATLANTA', '--', '``', 'American', 'Idol', ""''"", 'finalist', 'Michael', 'Johns', 'moved', 'to', 'Los', 'Angeles', 'several', 'years', 'ago', ',', 'but', 'his', 'heart', 'is', 'still', 'in', 'Atlanta', '.']",14,15,7,7,,,,,
NYT_ENG_20070109.0332.LDC2009T13,61b3a0af8f9694d374a1,"She was 98 and lived in Long Island City, Queens.","['She', 'was', '98', 'and', 'lived', 'in', 'Long', 'Island', 'City', ',', 'Queens', '.']",0,0,10,10,,,,,
NYT_ENG_20101112.0166,61b3a0af8f45e59054f8,"Cathleen P. Black, who was named chancellor of New York City's public schools on Tuesday, will step down as chairwoman of Hearst Magazines and resign from the boards of Coca-Cola and IBM.","['Cathleen', 'P.', 'Black', ',', 'who', 'was', 'named', 'chancellor', 'of', 'New', 'York', 'City', ""'s"", 'public', 'schools', 'on', 'Tuesday', ',', 'will', 'step', 'down', 'as', 'chairwoman', 'of', 'Hearst', 'Magazines', 'and', 'resign', 'from', 'the', 'boards', 'of', 'Coca-Cola', 'and', 'IBM', '.']",0,2,9,11,,,,,
eng-WL-11-174587-12961235,61b3a0af8f6064741d56,"Kelly Cutrone & Roxy Olin: Davidelfin Fall 2010 LCronin09 2010-02-19T04 :37:00 Credit: Getty Images Roxy Olin poses with People's Revolution's Kelly Cutrone backstage at the Davidelfin Fall 2010 Fashion Show during Mercedes-Benz Fashion Week at the Salon at Bryant Park on February 18 , 2010 in New York, New York.","['Kelly', 'Cutrone', '&', 'Roxy', 'Olin', ':', 'Davidelfin', 'Fall', '2010', 'LCronin09', '2010-02-19T04', ':37:00', 'Credit', ':', 'Getty', 'Images', 'Roxy', 'Olin', 'poses', 'with', 'People', ""'s"", 'Revolution', ""'s"", 'Kelly', 'Cutrone', 'backstage', 'at', 'the', 'Davidelfin', 'Fall', '2010', 'Fashion', 'Show', 'during', 'Mercedes-Benz', 'Fashion', 'Week', 'at', 'the', 'Salon', 'at', 'Bryant', 'Park', 'on', 'February', '18', ',', '2010', 'in', 'New', 'York', ',', 'New', 'York', '.']",24,25,50,51,,,,,
eng-WL-11-174611-12982940,61b3a0af8fa3c3679f17,"A year ago, I wrote about the murder of gay New Yorker Michael Sandy, who died after being struck by a car as he ran from four gay-bashers who had lured him to a Brooklyn park by picking him up on a gay chat site.","['A', 'year', 'ago', ',', 'I', 'wrote', 'about', 'the', 'murder', 'of', 'gay', 'New', 'Yorker', 'Michael', 'Sandy', ',', 'who', 'died', 'after', 'being', 'struck', 'by', 'a', 'car', 'as', 'he', 'ran', 'from', 'four', 'gay-bashers', 'who', 'had', 'lured', 'him', 'to', 'a', 'Brooklyn', 'park', 'by', 'picking', 'him', 'up', 'on', 'a', 'gay', 'chat', 'site', '.']",13,14,11,12,,,,,
AFP_ENG_20100504.0052,61b3a0af8fdc08364d7a,"CONAKRY: American actress Mia Farrow, a United Nations Children's Fund goodwill ambassador, begins a five-day trip to Guinea.","['CONAKRY', ':', 'American', 'actress', 'Mia', 'Farrow', ',', 'a', 'United', 'Nations', 'Children', ""'s"", 'Fund', 'goodwill', 'ambassador', ',', 'begins', 'a', 'five-day', 'trip', 'to', 'Guinea', '.']",4,5,0,0,,,,,
eng-NG-31-142091-9998631,61b3af318b8d1e789188,"In 2000, Gloucester County, where Irene Morgan got on that bus six decades earlier, and where she lived in her final years, honored her on its 350th anniversary.","['In', '2000', ',', 'Gloucester', 'County', ',', 'where', 'Irene', 'Morgan', 'got', 'on', 'that', 'bus', 'six', 'decades', 'earlier', ',', 'and', 'where', 'she', 'lived', 'in', 'her', 'final', 'years', ',', 'honored', 'her', 'on', 'its', '350th', 'anniversary', '.']",22,22,3,4,,,,,
NYT_ENG_20071030.0031.LDC2009T13,61b3a0af8f07fc46b15a,"In 1958, after practicing law in New Britain, he ran for the State Senate and lost in a landslide.","['In', '1958', ',', 'after', 'practicing', 'law', 'in', 'New', 'Britain', ',', 'he', 'ran', 'for', 'the', 'State', 'Senate', 'and', 'lost', 'in', 'a', 'landslide', '.']",10,10,7,8,,,,,
NYT_ENG_20071026.0056.LDC2009T13,61b3a0af8f481ae6a0f7,"Besides her sister, of High Falls, N.Y., Forsberg is survived by her mother, Genie Loaring-Clark Watson of Greenwich, Conn.; and a daughter, Katarina Forsberg of Medford, Mass. .","['Besides', 'her', 'sister', ',', 'of', 'High', 'Falls', ',', 'N.Y.', ',', 'Forsberg', 'is', 'survived', 'by', 'her', 'mother', ',', 'Genie', 'Loaring-Clark', 'Watson', 'of', 'Greenwich', ',', 'Conn.', ';', 'and', 'a', 'daughter', ',', 'Katarina', 'Forsberg', 'of', 'Medford', ',', 'Mass.', '.']",10,10,21,21,,,,,
LTW_ENG_20071003.0154.LDC2009T13,61b3a0af8f2dc1997b36,"In 1971, Rothman, a schoolteacher and mother of four, founded with Carol Downer the Los Angeles Feminist Women's Health Center, which taught women how to perform their own cervical self - examinations and pregnancy tests.","['In', '1971', ',', 'Rothman', ',', 'a', 'schoolteacher', 'and', 'mother', 'of', 'four', ',', 'founded', 'with', 'Carol', 'Downer', 'the', 'Los', 'Angeles', 'Feminist', 'Women', ""'s"", 'Health', 'Center', ',', 'which', 'taught', 'women', 'how', 'to', 'perform', 'their', 'own', 'cervical', 'self', '-', 'examinations', 'and', 'pregnancy', 'tests', '.']",3,3,17,18,,,,,
LTW_ENG_20070119.0018.LDC2009T13,61b3a0af8f57f99e5c7f,"He and his wife, Ann McGarry Buchwald, whom he had met in Paris, moved to Washington in 1963 with their three children, who were adopted from orphanages and child welfare agencies in Ireland, Spain and France.","['He', 'and', 'his', 'wife', ',', 'Ann', 'McGarry', 'Buchwald', ',', 'whom', 'he', 'had', 'met', 'in', 'Paris', ',', 'moved', 'to', 'Washington', 'in', '1963', 'with', 'their', 'three', 'children', ',', 'who', 'were', 'adopted', 'from', 'orphanages', 'and', 'child', 'welfare', 'agencies', 'in', 'Ireland', ',', 'Spain', 'and', 'France', '.']",2,2,14,14,,,,,
XIN_ENG_20100821.0197,61b3a0af8f61f6d0b24b,"SHANGHAI, Aug. 21 (Xinhua) - Chinese audiences are hoping a ""Chinese Susan Boyle"" will emerge from a popular TV reality show.","['SHANGHAI', ',', 'Aug.', '21', '-LRB-', 'Xinhua', '-RRB-', '--', 'Chinese', 'audiences', 'are', 'hoping', 'a', '``', 'Chinese', 'Susan', 'Boyle', ""''"", 'will', 'emerge', 'from', 'a', 'popular', 'TV', 'reality', 'show', '.']",15,16,0,0,,,,,
APW_ENG_20060401.0016.LDC2007T07,61b3a0af8fcfca78c39b,"""We want border security first ,"" said Chris Simcox, the Phoenix-based national leader of the Minuteman Civil Defense Corps.","['``', 'We', 'want', 'border', 'security', 'first', ',', ""''"", 'said', 'Chris', 'Simcox', ',', 'the', 'Phoenix-based', 'national', 'leader', 'of', 'the', 'Minuteman', 'Civil', 'Defense', 'Corps', '.']",9,10,13,13,,,,,
XIN_ENG_20070629.0069.LDC2009T13,61b3a0af8f63d0b50809,His former positions include director of the Chinese Human Genome Center in Shanghai and Shanghai Institute of Haematology at Ruijin Hospital.,"['His', 'former', 'positions', 'include', 'director', 'of', 'the', 'Chinese', 'Human', 'Genome', 'Center', 'in', 'Shanghai', 'and', 'Shanghai', 'Institute', 'of', 'Haematology', 'at', 'Ruijin', 'Hospital', '.']",0,0,12,12,,,,,
eng-NG-31-140123-9871924,61b3a0af8f6046870511,"Vernon Bellecourt, a Lakota and president of the National Coalition on Racism in Sports and Media, died in October.","['Vernon', 'Bellecourt', ',', 'a', 'Lakota', 'and', 'president', 'of', 'the', 'National', 'Coalition', 'on', 'Racism', 'in', 'Sports', 'and', 'Media', ',', 'died', 'in', 'October', '.']",0,1,4,4,,,,,
eng-NG-31-126958-8238411,61b3a0af8f01269b7848,"Carolyn Goodman, a Manhattan clinical psychologist who became a nationally prominent civil rights advocate after her son Andrew and two other civil rights workers were murdered by the Ku Klux Klan in Mississippi in 1964, died yesterday at her home on the Upper West Side.","['Carolyn', 'Goodman', ',', 'a', 'Manhattan', 'clinical', 'psychologist', 'who', 'became', 'a', 'nationally', 'prominent', 'civil', 'rights', 'advocate', 'after', 'her', 'son', 'Andrew', 'and', 'two', 'other', 'civil', 'rights', 'workers', 'were', 'murdered', 'by', 'the', 'Ku', 'Klux', 'Klan', 'in', 'Mississippi', 'in', '1964', ',', 'died', 'yesterday', 'at', 'her', 'home', 'on', 'the', 'Upper', 'West', 'Side', '.']",0,1,4,4,,,,,
LTW_ENG_20071202.0052.LDC2009T13,61b3a0af8f777f065590,"Herrera died Monday of age-related causes at his home in Glendale, Ariz, said Mona Kempfer, his youngest daughter.","['Herrera', 'died', 'Monday', 'of', 'age-related', 'causes', 'at', 'his', 'home', 'in', 'Glendale', ',', 'Ariz', ',', 'said', 'Mona', 'Kempfer', ',', 'his', 'youngest', 'daughter', '.']",0,0,10,10,,,,,
LTW_ENG_20071113.0131.LDC2009T13,61b3a0af8f47a84bc030,"When he rode streetcars as a child in Shreveport, he often sat in the back but found that the conductors would exclude him by moving the ""blacks only"" sign behind him so he would be in the white section.","['When', 'he', 'rode', 'streetcars', 'as', 'a', 'child', 'in', 'Shreveport', ',', 'he', 'often', 'sat', 'in', 'the', 'back', 'but', 'found', 'that', 'the', 'conductors', 'would', 'exclude', 'him', 'by', 'moving', 'the', '``', 'blacks', 'only', ""''"", 'sign', 'behind', 'him', 'so', 'he', 'would', 'be', 'in', 'the', 'white', 'section', '.']",35,35,8,8,,,,,
